책제목,저자,Lexile,소장위치,등록번호,대출상태,청구기호
The Wind In The Willows,Nomi Waldman,500,[영어]부산영어도서관 500-590L,BGE000067940,대출가능,500~590L 823-191
Antarctica,Rebecca Hirsch,500,[영어]부산영어도서관 500-590L,BGE000028641,대출가능,500~590L 919-2
The Bermuda Triangle,Elizabeth Noll,500,[영어]부산영어도서관 500-590L,BGE000057085,대출가능,500~590L 001-3
The Star,Linda Ragsdale,500,[영어]부산영어도서관 500-590L,BGE000026139,대출가능,500~590L 813-198-7
A Boy Like You,Frank Murphy,500,[영어]부산영어도서관 500-590L,BGE000060269,대출가능,500~590L 813-2240
Wreck of the Zephyr,Chris Van Allsburg,500,[영어]부산영어도서관 500-590L,BGE000041906,대출가능,500~590L 813-1295
Dandelion,Don Freeman,500,[영어]부산영어도서관 500-590L,BGE000053537,대출가능,500~590L 813-1890
Chopsticks!,Toma Nguyen,500,[영어]부산영어도서관 500-590L,BGE000062313,대출가능,500~590L 813-2258-2
Trip,Ezra Jack Keats,500,[영어]부산영어도서관 500-590L,BGE000073397,대출가능,500~590L 823-288-4
Just One!,Sam McBratney,500,[영어]부산영어도서관 500-590L,BGE000077013,대출가능,500~590L 813-2577
Dumpling Soup,Jama Kim Rattigan,500,[영어]부산영어도서관 500-590L,BGE000037716,대출가능,500~590L 813-1046
Who Stole Norton?,Bernadette Kelly,500,[영어]부산영어도서관 500-590L,BGE000039719,대출가능,500~590L 813-1161-3
Say Something,Peggy Moss,500,[영어]부산영어도서관 500-590L,BGE000070193,대출가능,500~590L 813-2193
Landslides,Jeffrey Zuehlke,500,[영어]부산영어도서관 500-590L,BGE000059298,대출가능,500~590L 551-29-5
Frankie Stein,Lola M Schaefer,500,[영어]부산영어도서관 500-590L,BGE000026893,대출가능,500~590L 813-547
Armando And The Blue Tarp,Edith Hope Fine,500,[영어]부산영어도서관 500-590L,BGE000031885,대출가능,500~590L 813-726
Winston The Book Wolf,Marni McGee,500,[영어]부산영어도서관 500-590L,BGE000032875,대출가능,500~590L 813-729
Twenty Heartbeats,Dennis Haseley,500,[영어]부산영어도서관 500-590L,BGE000037012,대출가능,500~590L 813-982
The Wolves In The Walls,Neil Gaiman,500,[영어]부산영어도서관 500-590L,BGE000029483,대출가능,500~590L 813-589
Night Flight: Amelia Earhart Crosses The Atlantic,Robert Burleigh,500,[영어]부산영어도서관 500-590L,BGE000042580,대출가능,500~590L 629-8
Very Big Bunny,Marisabina Russo,500,[영어]부산영어도서관 500-590L,BGE000031842,대출가능,500~590L 813-708
Joha Makes A Wish,Eric A Kimmel,500,[영어]부산영어도서관 500-590L,BGE000048338,대출가능,500~590L 398-72
Pigboy,Vicki Grant,500,[영어]부산영어도서관 500-590L,BGE000044769,대출가능,500~590L 813-1439
Born Yesterday: The Diary of A Young Journalist,James Solheim,500,[영어]부산영어도서관 500-590L,BGE000031938,대출가능,500~590L 813-687
"Bed, Bats, & Beyond",Joan Holub,500,[영어]부산영어도서관 500-590L,BGE000033539,대출가능,500~590L 813-841
Cage,Ruth Minsky Sender,500,[영어]부산영어도서관 500-590L,BGE000042781,대출가능,500~590L 940-5
Labrador Retriever,Charles George,500,[영어]부산영어도서관 500-590L,BGE000043110,대출가능,500~590L 636-16
Three Strikes For Rotten Ralph,Jack Gantos,500,[영어]부산영어도서관 500-590L,BGE000039571,대출가능,500~590L 813-1200-5
Deep In The Desert,Rhonda Lucas Donald,500,[영어]부산영어도서관 500-590L,BGE000039779,대출가능,500~590L 577-3
Little Santa,Jon Agee,500,[영어]부산영어도서관 500-590L,BGE000046569,대출가능,500~590L 813-1513
"Tell The Truth, B.B. Wolf",Judy Sierra,500,[영어]부산영어도서관 500-590L,BGE000043077,대출가능,500~590L 813-1368
"April Fool, Phyllis!",Susanna Leonard Hill,500,[영어]부산영어도서관 500-590L,BGE000039637,대출가능,500~590L 813-1179
Pirate Boy,Eve Bunting,500,[영어]부산영어도서관 500-590L,BGE000039640,대출가능,500~590L 813-1180
Around The World,John Coy,500,[영어]부산영어도서관 500-590L,BGE000064727,대출가능,500~590L 081-2-13
We Are All Equal,P Crumble,500,[영어]부산영어도서관 500-590L,BGE000069480,대출가능,500~590L 823-256
Rude Stories,Jan Andrews,500,[영어]부산영어도서관 500-590L,BGE000040041,대출가능,500~590L 813-1175
Curse Of Snake Island,Brian James,500,[영어]부산영어도서관 500-590L,BGE000033388,대출불가(관외대출중),500~590L 813-871-1
I'm Having A Bad Day!,Steve Metzger,500,[영어]부산영어도서관 500-590L,BGE000044888,대출가능,500~590L 813-1449-3
Franklin D. Roosevelt,Wil Mara,500,[영어]부산영어도서관 500-590L,BGE000010900,대출가능,500~590L 920-9-B-3
Are You Ready For Fall?,Sheila Anderson,500,[영어]부산영어도서관 500-590L,BGE000039675,대출가능,500~590L 508-12-1-1
Story Of Jumping Mouse,John Steptoe,500,[영어]부산영어도서관 500-590L,BGE000039699,대출가능,500~590L 398-58
Rabbits,Derek Zobel,500,[영어]부산영어도서관 500-590L,BGE000038221,대출가능,500~590L 636-9
Blizzard,Betty Ren Wright,500,[영어]부산영어도서관 500-590L,BGE000049087,대출가능,500~590L 813-1611
Poodle And Hound,Kathryn Lasky,500,[영어]부산영어도서관 500-590L,BGE000030504,대출가능,500~590L 813-651
Big Green Pocketbook,Candice F Ransom,500,[영어]부산영어도서관 500-590L,BGE000059854,대출가능,500~590L 813-2227
Meanwhile,Jules Feiffer,500,[영어]부산영어도서관 500-590L,BGE000018368,대출가능,500~590L 813-316
Hot Rod Hamster,Cynthia Lord,500,[영어]부산영어도서관 500-590L,BGE000056843,대출가능,500~590L 823-225-3-2
Burglar Who Bit The Big Apple,Steve Brezenoff,500,[영어]부산영어도서관 500-590L,BGE000040038,대출가능,500~590L 813-1174
The Accidental Volcano,Jonathan Messinger,500,[영어]부산영어도서관 500-590L,BGE000066546,대출가능,500~590L 823-235-2
Fuddles,Frans Vischer,500,[영어]부산영어도서관 500-590L,BGE000038485,대출가능,500~590L 813-1089
Harriet Tubman,Catherine Nichols,500,[영어]부산영어도서관 500-590L,BGE000043114,대출가능,500~590L 920-13
I Will Be Especially Very Careful,Lauren Child,500,[영어]부산영어도서관 500-590L,BGE000062399,대출불가(관외대출중),500~590L 823-224-9
Rapunzel's Revenge,Shannon Hale,500,[영어]부산영어도서관 500-590L,BGE000033037,대출가능,500~590L 813-755
Erandi's Braids,Antonio Hernandez Madrigal,500,[영어]부산영어도서관 500-590L,BGE000027906,대출가능,500~590L 813-573
"When Things Aren't Going Right, Go Left",Marc Colagiovanni,500,[영어]부산영어도서관 500-590L,BGE000081719,대출가능,500~590L 813-2668
Cool Coats,Larry Dane Brimner,500,[영어]부산영어도서관 500-590L,BGE000010832,대출가능,500~590L 808-1-C-1
I Am Not Sleepy And I Will Not Go To Bed,Lauren Child,500,[영어]부산영어도서관 500-590L,BGE000036817,대출가능,500~590L 823-224-30
"Flash, Crash, Rumble, And Roll",Franklyn M Branley,500,[영어]부산영어도서관 500-590L,BGE000038477,대출가능,500~590L 508-11-2-55
"Turtle, Turtle, Watch Out!",April Pulley Sayre,500,[영어]부산영어도서관 500-590L,BGE000032800,대출불가(관외대출중),500~590L 813-728
Rudi's Pond,Eve Bunting,500,[영어]부산영어도서관 500-590L,BGE000032528,대출가능,500~590L 813-693
Chopsticks,Amy Krouse Rosenthal,500,[영어]부산영어도서관 500-590L,BGE000062313,대출가능,500~590L 813-2258-2
Very Merry Christmas,Sierra Harriman,500,[영어]부산영어도서관 500-590L,BGE000026912,대출불가(관외대출중),500~590L 813-95-35
Another Book about Bears,Laura Bunting,500,[영어]부산영어도서관 500-590L,BGE000081005,대출가능,500~590L 823-327
"It's Me, Two",Jim Benton,500,[영어]부산영어도서관 500-590L,BGE000061968,대출불가(관외대출중),500~590L 741-20-2
What Do Fish Have To Do With Anything?: And Other Stories,Avi,500,[영어]부산영어도서관 500-590L,BGE000033139,대출가능,500~590L 813-712
Froggy Gets A Doggy,Jonathan London,500,[영어]부산영어도서관 500-590L,BGE000048597,대출가능,500~590L 813-1428-16
Five True Dog Stories,Margaret Davidson,500,[영어]부산영어도서관 500-590L,BGE000002362,대출가능,500~590L 636-1
Mr. Putter & Tabby Spill The Beans,Cynthia Rylant,500,[영어]부산영어도서관 500-590L,BGE000035482,대출가능,500~590L 813-1172-18
I'm The Boss!,Steve Metzger,500,[영어]부산영어도서관 500-590L,BGE000044892,대출가능,500~590L 813-1449-7
"Hoot Owl, Master of Disguise",Sean Taylor,500,[영어]부산영어도서관 500-590L,BGE000075611,대출불가(관외대출중),500~590L 823-294
Dear Mrs. LaRue,Mark Teague,500,[영어]부산영어도서관 500-590L,BGE000001894,대출가능,500~590L 813-42
Bugs,Nancy Winslow Parker,500,[영어]부산영어도서관 500-590L,BGE000038411,대출가능,500~590L 813-1084
Mr. Putter & Tabby Row The Boat,Cynthia Rylant,500,[영어]부산영어도서관 500-590L,BGE000040243,대출불가(관외대출중),500~590L 813-1172-9
Upside-Down Magic,Sarah Mlynowski,500,[영어]부산영어도서관 500-590L,BGE000053330,대출가능,500~590L 813-1879-1
Mr. Putter & Tabby Bake The Cake,Cynthia Rylant,500,[영어]부산영어도서관 500-590L,BGE000040235,대출불가(관외대출중),500~590L 813-1172-1
Elmer,David McKee,500,[영어]부산영어도서관 500-590L,BGE000014544,대출가능,500~590L 813-217
Storms,Miriam Busch Goin,500,[영어]부산영어도서관 500-590L,BGE000080218,대출가능,500~590L 508-20-8
Chicken Little,Rebecca Emberley,500,[영어]부산영어도서관 500-590L,BGE000031981,대출가능,500~590L 398-44
Kidnapped At The Capital,Ron Roy,500,[영어]부산영어도서관 500-590L,BGE000067501,대출가능,500~590L 813-79-2=4
Hear Your Heart,Paul Showers,500,[영어]부산영어도서관 500-590L,BGE000041383,대출가능,500~590L 508-11-2-81
Going Batty,Kirsten Hall,500,[영어]부산영어도서관 500-590L,BGE000029610,대출불가(관외대출중),500~590L 813-210-32
Big Nate: In A Class By Himself,Lincoln Peirce,500,[영어]부산영어도서관 500-590L,BGE000068132,대출가능,500~590L 813-786-1
Charlie Needs A Cloak,Tomie dePaola,500,[영어]부산영어도서관 500-590L,BGE000020014,대출가능,500~590L 646-3
Little Penguin's Tale,Audrey Wood,500,[영어]부산영어도서관 500-590L,BGE000010387,대출가능,500~590L 813-337
Strega Nona Meets Her Match,Tomie dePaola,500,[영어]부산영어도서관 500-590L,BGE000040695,대출가능,500~590L 813-1249
Sadako,Eleanor Coerr,500,[영어]부산영어도서관 500-590L,BGE000038226,대출가능,500~590L 362-4
Arthur's Baby,Marc Brown,500,[영어]부산영어도서관 500-590L,BGE000001048,대출불가(관외대출중),500~590L 813-1466-21
The Magic School Bus Inside A Hurricane,Joanna Cole,500,[영어]부산영어도서관 500-590L,BGE000028977,대출가능,500~590L 508-9-7
What Makes Day And Night,Franklyn M Branley,500,[영어]부산영어도서관 500-590L,BGE000009853,대출가능,500~590L 508-11-2-31
"Many Kinds Of Matter: A Look At Solids, Liquids, And Gases",Jennifer Boothroyd,500,[영어]부산영어도서관 500-590L,BGE000039681,대출가능,500~590L 530-3
Ruby The Copycat,Peggy Rathmann,500,[영어]부산영어도서관 500-590L,BGE000002101,대출가능,500~590L 813-53
How Many Stars In The Sky?,Lenny Hort,500,[영어]부산영어도서관 500-590L,BGE000001039,대출가능,500~590L 813-19
The Three Billy Goats Gruff,Paul Galdone,500,[영어]부산영어도서관 500-590L,BGE000071566,대출가능,500~590L 813-2451
Be A Friend To Trees,Patricia Lauber,500,[영어]부산영어도서관 500-590L,BGE000009850,대출불가(관외대출중),500~590L 508-11-2-7
I Am Not Esther,Fleur Beale,500,[영어]부산영어도서관 500-590L,BGE000025770,대출가능,500~590L 813-423
What Will The Weather Be?,Lynda DeWitt,500,[영어]부산영어도서관 500-590L,BGE000009854,대출가능,500~590L 508-11-2-37
Tornado,Betsy Byars,500,[영어]부산영어도서관 500-590L,BGE000041385,대출가능,500~590L 508-11-2-83
Potatoes,Ann L Burckhardt,500,[영어]부산영어도서관 500-590L,BGE000022783,대출가능,500~590L 793-4
Edwina: The Dinosaur,Mo Willems,500,[영어]부산영어도서관 500-590L,BGE000030166,대출가능,500~590L 813-542=2
How To Speak Dolphin In Three Easy Lessons,Dan Greenburg,500,[영어]부산영어도서관 500-590L,BGE000054129,대출불가(관외대출중),-
Froggy Builds A Tree House,Jonathan London,500,[영어]부산영어도서관 500-590L,BGE000043576,대출불가(관외대출중),500~590L 813-1428-4
Curious George In The Big City,Margret & H A Rey,500,[영어]부산영어도서관 500-590L,BGE000033656,대출불가(관외대출중),500~590L 813-571-1-51
Bones,Stephen Krensky,500,[영어]부산영어도서관 500-590L,BGE000035608,대출가능,500~590L 611-1
My Best Friend,Pat Hutchins,500,[영어]부산영어도서관 500-590L,BGE000011068,대출가능,500~590L 813-212
The Magic School Bus Inside The Earth,Joanna Cole,500,[영어]부산영어도서관 500-590L,BGE000052817,대출불가(관외대출중),500~590L 508-9-12
Judy Moody Saves the World!,Megan McDonald,500,[영어]부산영어도서관 500-590L,BGE000064899,대출불가(관외대출중),500~590L 813-103-3=4
Elliot's Fire Truck,Andrea Beck,500,[영어]부산영어도서관 500-590L,BGE000040554,대출가능,500~590L 813-1225
Spiders,Laura Marsh,500,[영어]부산영어도서관 500-590L,BGE000017968,대출가능,500~590L 508-13-52
Curse Of The Cheese Pyramid,Geronimo Stilton,500,[영어]부산영어도서관 500-590L,BGE000078065,대출가능,500~590L 813-95-2=9
A Fairy Ballet,Daisy Meadows,500,[영어]부산영어도서관 500-590L,BGE000062404,대출가능,500~590L 823-225-2-4
Froggy's First Kiss,Jonathan London,500,[영어]부산영어도서관 500-590L,BGE000044913,대출가능,500~590L 813-1428-7
Endangered Animals,Faith McNulty,500,[영어]부산영어도서관 500-590L,BGE000017660,대출가능,500~590L 508-13-23
Elvis The Turnip...And Me,Dan Greenburg,500,[영어]부산영어도서관 500-590L,BGE000054132,대출가능,500~590L 813-61-14=4
"Ready, Set, Snow!",Abby Klein,500,[영어]부산영어도서관 500-590L,BGE000064904,대출불가(관외대출중),500~590L 813-368-16=2
Mr. Putter & Tabby Pick The Pears,Cynthia Rylant,500,[영어]부산영어도서관 500-590L,BGE000040241,대출불가(관외대출중),500~590L 813-1172-7
Froggy Plays T-Ball,Jonathan London,500,[영어]부산영어도서관 500-590L,BGE000044919,대출가능,500~590L 813-1428-13
The Moon,Melanie Chrismer,500,[영어]부산영어도서관 500-590L,BGE000037844,대출가능,500~590L 813-1019
Allergies,Sharon Gordon,490,[영어]부산영어도서관 400-490L,BGE000014901,대출가능,400~490L 610-1-H-2
Pig the Pug,Aaron Blabey,500,[영어]부산영어도서관 500-590L,BGE000056909,대출불가(관외대출중),500~590L 813-2103-1
Planets,Gail Tuchman,490,[영어]부산영어도서관 400-490L,BGE000077230,대출가능,400~490L 523-17
Bears Don’t Eat Egg Sandwiches,Julie Fulton,490,[영어]부산영어도서관 400-490L,BGE000075605,대출가능,400~490L 823-310
Apples,Marilyn Easton,490,[영어]부산영어도서관 400-490L,BGE000038386,대출가능,400~490L 634-2
My Little Sister,Geoff Patton,490,[영어]부산영어도서관 400-490L,BGE000063593,대출가능,400~490L 823-247
George,Maggie Stern,490,[영어]부산영어도서관 400-490L,BGE000010157,대출가능,400~490L 780-1-6
Twelve Gifts Of Birth,Charlene Costanzo,490,[영어]부산영어도서관 400-490L,BGE000037624,대출가능,400~490L 305-3
Lynx Twins Grow Up,Stephanie Smith,490,[영어]부산영어도서관 400-490L,BGE000015337,대출불가(관외대출중),400~490L 813-228
Katie's New Shoes,Fran Manushkin,490,[영어]부산영어도서관 400-490L,BGE000040571,대출가능,400~490L 813-1162-1
Jam & Jelly By Holly & Nellie,Gloria Whelan,490,[영어]부산영어도서관 400-490L,BGE000017757,대출가능,400~490L 813-263
Ballet Bullies,Jake Maddox,490,[영어]부산영어도서관 400-490L,BGE000039852,대출가능,400~490L 813-1218-1
Ermine's New Home,Stephanie Smith,490,[영어]부산영어도서관 400-490L,BGE000015329,대출가능,400~490L 813-224
Earthmovers On The Move,Lee Sullivan Hill,490,[영어]부산영어도서관 400-490L,BGE000039669,대출가능,400~490L 621-11
Anno's Mysterious Multiplying Jar,Mitsumasa Anno,490,[영어]부산영어도서관 400-490L,BGE000037387,대출가능,400~490L 512-1
There's A Princess In the Palace,Zoe B Alley,490,[영어]부산영어도서관 400-490L,BGE000039735,대출가능,400~490L 741-6
Little Camp Of Horrors,R  L Stine,490,[영어]부산영어도서관 400-490L,BGE000028107,대출가능,400~490L 813-174-4
Smiles To Go,Jerry Spinelli,490,[영어]부산영어도서관 400-490L,BGE000036112,대출가능,400~490L 813-1879
Planting The Wild Garden,Kathryn O Galbraith,490,[영어]부산영어도서관 400-490L,BGE000039698,대출가능,400~490L 581-2
Crunch,Leslie Connor,490,[영어]부산영어도서관 400-490L,BGE000035641,대출가능,400~490L 813-844
"Stella, Unleashed",Linda Ashman,490,[영어]부산영어도서관 400-490L,BGE000027400,대출가능,400~490L 813-471
End Of Days,Max Turner,490,[영어]부산영어도서관 400-490L,BGE000044175,대출가능,400~490L 813-1466=2
Safe,Susan Shaw,490,[영어]부산영어도서관 400-490L,BGE000081546,대출가능,400~490L 612-7-1
Freeze Frame,Heidi Ayarbe,490,[영어]부산영어도서관 400-490L,BGE000046468,대출가능,400~490L 813-1541
Christmas Tapestry,Patricia Polacco,490,[영어]부산영어도서관 400-490L,BGE000030127,대출가능,400~490L 813-598
Fall Leaves: Colorful And Crunchy,Martha E H Rustad,490,[영어]부산영어도서관 400-490L,BGE000040546,대출가능,400~490L 581-3
Little Rabbit's Christmas,Harry Horse,490,[영어]부산영어도서관 400-490L,BGE000038585,대출가능,400~490L 813-1100
Frederick Douglass,Margo McLoone,490,[영어]부산영어도서관 400-490L,BGE000005107,대출가능,400~490L 973-8
Other Side,Jacqueline Woodson,490,[영어]부산영어도서관 400-490L,BGE000066331,대출가능,400~490L 813-1031=3
Windsurfing Winner,Jake Maddox,490,[영어]부산영어도서관 400-490L,BGE000040039,대출가능,400~490L 813-1219-1
Beaver Kits,Ruth Owen,490,[영어]부산영어도서관 400-490L,BGE000043473,대출가능,400~490L 599-14
"What Is Money, Anyway?",Jennifer S Larson,490,[영어]부산영어도서관 400-490L,BGE000039672,대출가능,400~490L 332-4-2
Life Cycle Of A Cat,Colleen Sexton,490,[영어]부산영어도서관 400-490L,BGE000043475,대출가능,400~490L 636-9
Perfect Nest,Catherine Friend,490,[영어]부산영어도서관 400-490L,BGE000023008,대출가능,400~490L 813-379
Puddle,David McPhail,490,[영어]부산영어도서관 400-490L,BGE000048566,대출가능,400~490L 813-1634
When I Grow Up,Tim Minchin,490,[영어]부산영어도서관 400-490L,BGE000071547,대출가능,400~490L 813-2375-1-33
My Bum Is So Cheeky!,Dawn McMillan,490,[영어]부산영어도서관 400-490L,BGE000070224,대출가능,400~490L 823-209-3
Race,Susannah McFarlane,490,[영어]부산영어도서관 400-490L,BGE000054565,대출가능,400~490L 808-8-1-39
Three,Stephen Michael King,490,[영어]부산영어도서관 400-490L,BGE000059823,대출가능,400~490L 230-1
Thunder-Boomer!,Shutta Crum,490,[영어]부산영어도서관 400-490L,BGE000022471,대출가능,400~490L 813-376
Hero Cat,Eileen Spinelli,490,[영어]부산영어도서관 400-490L,BGE000048316,대출가능,400~490L 813-1620
I've Broken My Bum,Dawn McMillan,490,[영어]부산영어도서관 400-490L,BGE000069307,대출가능,400~490L 823-209-2
Abraham Lincoln,Lola M Schaefer,490,[영어]부산영어도서관 500-590L,BGE000058915,대출가능,500~590L 813-2207-1
Rooftoppers,Katherine Rundell,490,[영어]부산영어도서관 400-490L,BGE000046555,대출가능,400~490L 813-1549
Pioneer Cat,William H Hooks,490,[영어]부산영어도서관 400-490L,BGE000032479,대출가능,400~490L 813-622
Jess Makes a Mess,Sally Rippin,490,[영어]부산영어도서관 400-490L,BGE000081211,대출불가(관외대출중),400~490L 823-355-6
One Night In Doom House,R  L Stine,490,[영어]부산영어도서관 400-490L,BGE000046082,대출가능,400~490L 813-174-3=2
Volcan,Mac Park,490,[영어]부산영어도서관 400-490L,BGE000022223,대출가능,400~490L 551-14
Valentine's Day (Rookie Read-About Holidays),David F Marx,490,[영어]부산영어도서관 400-490L,BGE000015189,대출가능,400~490L 394-1-H-5
Furious George Goes Bananas,Michael Rex,490,[영어]부산영어도서관 400-490L,BGE000039722,대출가능,400~490L 813-1171
Superworm,Julia Donaldson,490,[영어]부산영어도서관 400-490L,BGE000050832,대출가능,400~490L 813-1827
Puppy Parade,Cecilia Venn,490,[영어]부산영어도서관 400-490L,BGE000010318,대출가능,400~490L 813-166-1
Pig Kahuna,Jennifer Sattler,490,[영어]부산영어도서관 400-490L,BGE000048580,대출가능,400~490L 813-1637
Magic Secrets,Rose Wyler,490,[영어]부산영어도서관 400-490L,BGE000063798,대출가능,400~490L 808-4-3-33
"City Dog, Country Frog",Mo Willems,490,[영어]부산영어도서관 400-490L,BGE000031987,대출가능,400~490L 813-679
Bread and Jam for Frances,Russell Hoban,490,[영어]부산영어도서관 400-490L,BGE000027889,대출가능,400~490L 813-507
George Flies South,Simon James,490,[영어]부산영어도서관 400-490L,BGE000040364,대출가능,400~490L 813-1233
Show And  Tell,Robert Munsch,490,[영어]부산영어도서관 400-490L,BGE000070730,대출가능,400~490L 813-937-17=2
Amelia Bedelia's First Vote,Herman Parish,490,[영어]부산영어도서관 400-490L,BGE000045002,대출가능,400~490L 813-809-5
Chocolate-Covered Ants,Stephen Manes,490,[영어]부산영어도서관 400-490L,BGE000004771,대출가능,400~490L 813-104
Butterflies,Nic Bishop,490,[영어]부산영어도서관 400-490L,BGE000077228,대출가능,400~490L 595-15
Perfectly Martha,Susan Meddaugh,490,[영어]부산영어도서관 400-490L,BGE000046061,대출가능,400~490L 813-1532-5
Sloppy Joe,Dave Keane,490,[영어]부산영어도서관 400-490L,BGE000035923,대출가능,400~490L 813-890
Horrid Henry And The Scary Sitter,Francesca Simon,490,[영어]부산영어도서관 400-490L,BGE000049012,대출가능,400~490L 823-5-9=2
One Dark And Scary Night,Bill Cosby,490,[영어]부산영어도서관 400-490L,BGE000043035,대출가능,400~490L 813-1418
Bears On Hemlock Mountain,Alice Dalgliesh,490,[영어]부산영어도서관 400-490L,BGE000081205,대출불가(관외대출중),400~490L 813-156-1=2
Tillie And The Wall,Leo Lionni,490,[영어]부산영어도서관 400-490L,BGE000037636,대출가능,400~490L 813-1000
Music Teacher From The Black Lagoon,Mike Thaler,490,[영어]부산영어도서관 400-490L,BGE000044908,대출가능,400~490L 813-1491-1
Life Cycle Of A Salmon,Colleen Sexton,490,[영어]부산영어도서관 400-490L,BGE000043476,대출가능,400~490L 597-12
Gifts,Jo Ellen Bogart,490,[영어]부산영어도서관 400-490L,BGE000067008,대출가능,400~490L 823-267
Mouse Count,Ellen Stoll Walsh,490,[영어]부산영어도서관 400-490L,BGE000003378,대출가능,400~490L 510-2=5
The Mystery Of The Gold Coin,Harper Paris,490,[영어]부산영어도서관 400-490L,BGE000049578,대출가능,400~490L 813-1707-1
Arctic Fox Pups,Ruth Owen,490,[영어]부산영어도서관 400-490L,BGE000043472,대출가능,400~490L 599-13
Sitting Bull,Susan Evento,490,[영어]부산영어도서관 400-490L,BGE000029220,대출가능,400~490L 008-1-37
Survival,K  A Applegate,490,[영어]부산영어도서관 400-490L,BGE000044642,대출가능,400~490L 428-15-1-6
Family Tree,Josh Pyke,490,[영어]부산영어도서관 400-490L,BGE000049569,대출가능,400~490L 813-1698
When The Wind Stops,Charlotte Zolotow,490,[영어]부산영어도서관 400-490L,BGE000010094,대출가능,400~490L 823-18
Jamaica Tag-Along,Juanita Havill,490,[영어]부산영어도서관 400-490L,BGE000002146,대출가능,400~490L 813-60
Dooby Dooby Moo,Doreen Cronin,490,[영어]부산영어도서관 400-490L,BGE000045813,대출가능,400~490L 813-157-3=2
"I Repeat, Don't Cheat!",Margery Cuyler,490,[영어]부산영어도서관 400-490L,BGE000033888,대출불가(관외대출중),400~490L 813-837
Bones And The Cupcake Mystery,David A Adler,490,[영어]부산영어도서관 400-490L,BGE000028665,대출가능,400~490L 813-528
That Fat Hat,Joanne Barkan,490,[영어]부산영어도서관 400-490L,BGE000003501,대출가능,400~490L 813-71-3-3
Hannah's Touch,Laura Langston,490,[영어]부산영어도서관 400-490L,BGE000049018,대출가능,400~490L 813-1655
How Do Dinosaurs Say Happy Birthday?,Jane Yolen,490,[영어]부산영어도서관 400-490L,BGE000040657,대출가능,400~490L 813-215-10
Something Beautiful,Sharon Dennis Wyeth,490,[영어]부산영어도서관 400-490L,BGE000028104,대출가능,400~490L 813-488
Splash!,Ariane Dewey,490,[영어]부산영어도서관 400-490L,BGE000067263,대출가능,400~490L 813-2422
Five Little Monkeys Reading in Bed,Eileen Christelow,490,[영어]부산영어도서관 400-490L,BGE000040399,대출가능,400~490L 813-163-7
Apple Fractions,Jerry Pallotta,490,[영어]부산영어도서관 400-490L,BGE000002440,대출가능,400~490L 513-4
George The Drummer Boy,Nathaniel Benchley,490,[영어]부산영어도서관 400-490L,BGE000063812,대출가능,400~490L 808-4-3-39
The Magic School Bus Explores The Senses,Joanna Cole,490,[영어]부산영어도서관 400-490L,BGE000043562,대출가능,500~590L 508-9-10=2
Diary Of A Fly,Doreen Cronin,490,[영어]부산영어도서관 400-490L,BGE000079993,대출가능,400~490L 813-943=2
Gregory the Terrible Eater,Mitchell Sharmat,490,[영어]부산영어도서관 400-490L,BGE000000958,대출가능,400~490L 813-30
How Do Dinosaurs Go To School?,Jane Yolen,490,[영어]부산영어도서관 400-490L,BGE000063668,대출불가(관외대출중),400~490L 813-215-18
The Talking T. Rex,Ron Roy,490,[영어]부산영어도서관 400-490L,BGE000053271,대출가능,400~490L 813-66-T=4
Keeping Clean,Sharon Gordon,490,[영어]부산영어도서관 500-590L,BGE000062358,대출가능,500~590L 363-10-3
"Never, Ever Shout In A Zoo",Karma Wilson,490,[영어]부산영어도서관 400-490L,BGE000018416,대출가능,400~490L 813-277
How Do Dinosaurs Eat...,Jane Yolen,490,[영어]부산영어도서관 400-490L,BGE000017035,대출가능,400~490L 813-215-2
Annie and the Wild Animals,Jan Brett,490,[영어]부산영어도서관 400-490L,BGE000000469,대출가능,400~490L 813-15
Harold and the Purple Crayon,Crockett Johnson,490,[영어]부산영어도서관 400-490L,BGE000054316,대출가능,400~490L 813-182=4
Creepy Carrots!,Aaron Reynolds,490,[영어]부산영어도서관 400-490L,BGE000043998,대출가능,400~490L 813-1467-1
What's The Weather Today?,Allan Fowler,490,[영어]부산영어도서관 400-490L,BGE000011264,대출가능,400~490L 500-2-S-13
Word Collector,Peter Hamilton Reynolds,490,[영어]부산영어도서관 400-490L,BGE000069978,대출가능,400~490L 813-2454
Dragon Gets By,Dav Pilkey,490,[영어]부산영어도서관 400-490L,BGE000062445,대출가능,400~490L 813-2337-3
Football,David Orme,490,[영어]부산영어도서관 400-490L,BGE000003532,대출가능,400~490L 813-71-3-7
Ready To Dream,Donna Jo Napoli,490,[영어]부산영어도서관 400-490L,BGE000036904,대출가능,400~490L 813-965
How to Teach a Slug to Read,Susan Pearson,490,[영어]부산영어도서관 400-490L,BGE000047203,대출가능,400~490L 813-1587
Clifford's First Valentine's Day,Norman Bridwell,490,[영어]부산영어도서관 400-490L,BGE000028678,대출가능,400~490L 813-17-3
